ID,text,sentiment,topic,linguistic_level,flagprofanity,hasemoji,hasspellingerror,hasslang,length_class,mixed_sentiment,template_family,source,training_generation,input_timestamp
8263,"After repeated use under comparable conditions, honestly tho, after the initial setup, the control panel is usable without standing out. the behavior was consistent from day to day. my opinion is still basically in the middle.",neutral,washing_machine,technical,0,0,0,1,long,0,context_component,initial,0,2026-08-18T22:44:45Z
8264,"Under a representative operating profile, while using it at home, the compressor still feels solid. I checked it again before making up my mind.",positive,refrigerator,technical,0,0,0,0,medium,0,context_component,initial,0,2026-08-18T22:44:45Z
8265,"Under a representative operating profile, ngl, my main impression of this refrigerator comes from the compressor: it does its job without fuss after comparing it with my previous unit. I got the same result more than once. I would buy it again.",positive,refrigerator,technical,0,0,0,1,long,0,main_impression,initial,0,2026-08-18T22:44:45Z
8266,"my main impression of this display comes from the menu system: it is pretty ordinary after a of everyday use. a separate point is sound output, which still feels solid.",neutral,television,limited,0,0,0,0,medium,1,main_impression,initial,0,2026-08-18T22:44:45Z
8267,"After comparing it with my previous unit, the sound output keeps causing problems. the result matched what I saw earlier in the week. The pattern remained consistent enough to influence my overall assessment.",negative,television,advanced,0,0,0,0,medium,0,context_component,initial,0,2026-08-18T22:44:45Z
8268,"While using it at home, the rinse cycle feels average.",neutral,washing_machine,standard,0,0,0,0,short,0,context_component,initial,0,2026-08-18T22:44:45Z
8269,"Under a representative operating profile, real talk, the ice maker is what stood out after a week of everyday use; it does what the specification says. the result matched what I saw earlier in the week. I do not feel strongly either way.",neutral,refrigerator,technical,0,0,0,1,long,0,stood_out,initial,0,2026-08-18T22:44:45Z
8270,"Under ordinary operating conditions, after a month of ownership, I noticed that the detergent drawer on this laundry appliance has been frustrating to use. I checked it again before making up my mind. for real. 💀",negative,washing_machine,technical,0,1,0,1,long,0,noticed,initial,0,2026-08-18T22:44:45Z
8271,"During normal weekday use, I observed that the interior light on this fridge does the basic job. the behavior was consistent from day to day. I would neither recommend it nor warn people away. The pattern remained consistent enough to influence my overall assessment. Honestly 👎",neutral,refrigerator,advanced,0,1,0,0,long,0,noticed,initial,0,2026-08-18T22:44:45Z
8272,"My main impression of this display comes from the Wi-Fi: it keeps doing what I need after the initial setup. the behavior was consistent from day to day. I expected some crap here, but it has actually held up. The difference became clearer once I compared several ordinary use cases.",positive,television,advanced,1,0,0,0,long,0,main_impression,initial,0,2026-08-18T22:44:45Z
8273,"I have been using this refrigerator after a month of ownership, and the freezer drawer makes routine use harder than it should be. This is damn annoying. The pattern remained consistent enough to influence my overall assessment.",negative,refrigerator,advanced,1,0,0,0,long,0,using,initial,0,2026-08-18T22:44:45Z
8274,"i have been using this handset during normal weekday use, and the microphone has been easy to live with.",positive,smartphone,informal,0,0,0,0,medium,0,using,initial,0,2026-08-18T22:44:45Z
8275,"i did not pay much attention to the compressor at first, but after sevreal routine cycles it keeps doing what i need. i would it again.",positive,refrigerator,limited,0,0,1,0,medium,0,attention,initial,0,2026-08-18T22:44:45Z
8276,"real talk, i have been using this daily phone after comparing it with my previous unit, and the signal reception has become unreliable. I checked it again before making up my mind.",negative,smartphone,standard,0,0,0,1,medium,0,using,initial,0,2026-08-18T22:44:45Z
8277,"I have been useing this smart TV after several routine cycles, and the sound output has been easy to live with. it behaved similarly under a few diferent conditions. I have stopped worrying about this part of the product.",positive,television,standard,0,0,1,0,long,0,using,initial,0,2026-08-18T22:44:45Z
8278,"I have been using this refrigerator during normal weekday use, and the ice maker is fine but forgettable. I got the same result more than once. there is not much else to say.",neutral,refrigerator,standard,0,0,0,0,medium,0,using,initial,0,2026-08-18T22:44:45Z
8279,"The screen is what stood out after several routine cycles; it keeps causing problems. On the other hand, the menu system does what the specification says, which makes the overall picture more mixed. the same pattern showed up in a second test. This makes the broader ownership experience easier to evaluate.",negative,television,advanced,0,0,0,0,long,1,stood_out,initial,0,2026-08-18T22:44:45Z
8280,My main impression of this appliance comes from the door alarm: it performs better than I expected while using it at home. The difference became clearer once I compared several ordinary use cases. 🤔,positive,refrigerator,advanced,0,1,0,0,long,0,main_impression,initial,0,2026-08-18T22:44:45Z
8281,"while using it at home, the charging port performs consistently. the result matched what saw earlier in the week.",positive,smartphone,limited,0,0,0,0,medium,0,context_component,initial,0,2026-08-18T22:44:45Z
8282,"After a week of everyday use, the interior light does its job without fuss. nothing else unusual was happening at the time.",positive,refrigerator,standard,0,0,0,0,medium,0,context_component,initial,0,2026-08-18T22:44:45Z
8283,"tbh, after several routine cycles, i noticed that the door lock on this washing unit has been easy to live with.",positive,washing_machine,informal,0,0,0,1,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
8284,"that said, the cooling fan does what the specification says, so the experience is not completely one-sided. the is what stood out after a week of everyday use; it has been easy to live with. it behaved similarly under a few different conditions.",positive,refrigerator,limited,0,0,0,0,long,1,stood_out,initial,0,2026-08-18T22:44:45Z
8285,"not gonna lie, i have been using this display after the initial setup, and the hdmi input has not held up. i got the same result more than once. i am already looking at alternatives.",negative,television,informal,0,0,0,1,long,0,using,initial,0,2026-08-18T22:44:45Z
8286,"tbh, after several routine cycles, the spin cycle is fine but forgettable. i checked it again before making up my mind. there is not much else to say. the damn thing is basically fine.",neutral,washing_machine,informal,1,0,0,1,long,0,context_component,initial,0,2026-08-18T22:44:45Z
8287,"i did not pay much attention to the hdmi input at first, but after comparing it with my previous unit it has become unreliable. the same pattern showed in a second test.",negative,television,limited,0,0,0,0,medium,0,attention,initial,0,2026-08-18T22:44:45Z
8288,"I did not pay much attention to the charging port at first, but after the initial setup it does what the specification says. The damn thing is basically fine. The difference became clearer once I compared several ordinary use cases.",neutral,smartphone,advanced,1,0,0,0,long,0,attention,initial,0,2026-08-18T22:44:45Z
8289,"by contrast, the streaming apps is inconsistent. my main impression of this screen comes from the motion handling: it is fine but forgettable after a month of ownership. the behavior was consistent from day to day. 😬",neutral,television,informal,0,1,0,0,long,1,main_impression,initial,0,2026-08-18T22:44:45Z
8290,The spin cycle is what stood out during normal weekday use; it has no major strengths or weaknesses. I checked it again before making up my mind. The damn thing is basically fine.,neutral,washing_machine,standard,1,0,0,0,medium,0,stood_out,initial,0,2026-08-18T22:44:45Z
8291,"real talk, the freezer drawer is what stood out during a typical weekend; it has not held up. i noticed the pattern gradually rather than all at once. the damn thing keeps getting in the way.",negative,refrigerator,informal,1,0,0,1,long,0,stood_out,initial,0,2026-08-18T22:44:45Z
8292,"Under a representative operating profile, my main impression of this appliance comes from the freezer drawer: it works worse than I expected after the initial setup. nothing else unusual was happening at the time. The damn thing keeps getting in the way.",negative,refrigerator,technical,1,0,0,0,long,0,main_impression,initial,0,2026-08-18T22:44:45Z
